google_and_truth_bleu_score,google_and_truth_gleu_score
0.9269207588009153,0.9574468085106383
1.0,1.0
0.9730376770503931,0.9841269841269841
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9704907832745403,0.9826589595375722
1.0,1.0
0.9665395661812441,0.9803921568627451
0.9278982724420874,0.958904109589041
1.0,1.0
0.9656187881844999,0.9798657718120806
0.9619541754104973,0.9777777777777777
1.0,1.0
0.9499061377633666,0.967741935483871
0.9464594399631753,0.9690721649484536
1.0,1.0
1.0,1.0
0.9509981437275397,0.968421052631579
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8637964270787859,0.9217391304347826
1.0,1.0
1.0,1.0
0.8895260356363631,0.9387755102040817
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9708351611332822,0.9828571428571429
1.0,1.0
0.9234732618882052,0.9565217391304348
0.9789435002605391,0.9875518672199171
0.9594863506034305,0.9763779527559056
0.9682406246501182,0.9813664596273292
0.9660854289024723,0.9801324503311258
0.9629257778548402,0.9690721649484536
0.9534460356445505,0.972972972972973
0.9464594399631753,0.9690721649484536
1.0,1.0
0.9619541754104973,0.9777777777777777
1.0,1.0
1.0,1.0
1.0,1.0
0.8942255541978509,0.9411764705882353
1.0,1.0
1.0,1.0
1.0,1.0
0.9184678024441792,0.9538461538461539
1.0,1.0
0.925835397331693,0.9568345323741008
0.9665395661812441,0.9803921568627451
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9016312132446727,0.9387755102040817
1.0,1.0
0.9694070404134132,0.9820359281437125
1.0,1.0
0.9385522307631307,0.9647058823529412
0.8153551038173115,0.9032258064516129
1.0,1.0
0.9551190479308641,0.9739130434782609
1.0,1.0
1.0,1.0
1.0,1.0
0.9566758893610273,0.9747899159663865
1.0,1.0
1.0,1.0
0.97117159097714,0.9830508474576272
1.0,1.0
1.0,1.0
0.933651069586263,0.9620253164556962
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9692817763533064,0.9783549783549783
1.0,1.0
0.9221220693827681,0.9508196721311475
1.0,1.0
1.0,1.0
0.9738829397567502,0.9846153846153847
0.931838481115484,0.961038961038961
1.0,1.0
0.9682406246501182,0.9813664596273292
1.0,1.0
1.0,1.0
1.0,1.0
0.9227521819502709,0.9425287356321839
0.9874188792217663,0.9875776397515528
1.0,1.0
1.0,1.0
0.926934323706186,0.9494949494949495
1.0,1.0
1.0,1.0
1.0,1.0
0.9414356817218077,0.9662921348314607
1.0,1.0
1.0,1.0
1.0,1.0
0.9127592114472297,0.9508196721311475
0.8091067115702212,0.8888888888888888
0.8921877278718924,0.9381443298969072
1.0,1.0
0.9414356817218077,0.9662921348314607
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9566758893610273,0.9747899159663865
0.931838481115484,0.961038961038961
0.9651391201669045,0.9795918367346939
1.0,1.0
1.0,1.0
0.9724430921855302,0.9837837837837838
1.0,1.0
0.8059755883684456,0.873015873015873
0.9529077664391161,0.9540229885057471
1.0,1.0
1.0,1.0
0.971500344915838,0.9832402234636871
1.0,1.0
1.0,1.0
0.931838481115484,0.961038961038961
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9721358527750605,0.9836065573770492
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9651391201669045,0.9795918367346939
1.0,1.0
1.0,1.0
0.9464594399631753,0.9690721649484536
0.9370011451812967,0.963855421686747
1.0,1.0
1.0,1.0
1.0,1.0
0.9496952283401919,0.970873786407767
1.0,1.0
1.0,1.0
0.9385522307631307,0.9647058823529412
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9414356817218077,0.9662921348314607
1.0,1.0
0.9619541754104973,0.9777777777777777
1.0,1.0
0.954297861697201,0.9734513274336283
1.0,1.0
0.889804587487893,0.9368421052631579
0.9727436279095398,0.983957219251337
0.9282643239374613,0.9694656488549618
1.0,1.0
0.9350761925543661,0.954954954954955
0.9780175747763182,0.987012987012987
0.9399826908162437,0.9586206896551724
0.9534460356445505,0.972972972972973
0.9641384561775734,0.9790209790209791
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9385994309919137,0.9640718562874252
0.9128953582819583,0.9495798319327731
0.9319030337830542,0.9602649006622517
0.9496952283401919,0.970873786407767
1.0,1.0
1.0,1.0
0.954297861697201,0.9734513274336283
1.0,1.0
1.0,1.0
0.9534460356445505,0.972972972972973
0.9588185089507728,0.976
0.9594863506034305,0.9763779527559056
0.9690278768043126,0.9818181818181818
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.940028651976138,0.9655172413793104
0.9604077584115635,0.967032967032967
0.9158330538871908,0.9512195121951219
1.0,1.0
0.9588185089507728,0.976
0.9607590505097869,0.9770992366412213
1.0,1.0
0.9025139799587886,0.9454545454545454
0.9525618205602057,0.9724770642201835
1.0,1.0
1.0,1.0
0.9738829397567502,0.9846153846153847
1.0,1.0
0.940028651976138,0.9655172413793104
0.9686391926502761,0.9815950920245399
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9566758893610273,0.9747899159663865
0.9763538529329716,0.986046511627907
1.0,1.0
1.0,1.0
1.0,1.0
0.947057540042226,0.9689119170984456
1.0,1.0
0.9496952283401919,0.970873786407767
1.0,1.0
1.0,1.0
1.0,1.0
0.9516433313522539,0.9719626168224299
1.0,1.0
1.0,1.0
1.0,1.0
0.9678317907712601,0.9811320754716981
1.0,1.0
1.0,1.0
0.9299238452109287,0.96
0.9061874434879645,0.9473684210526315
1.0,1.0
0.9697770291819574,0.9822485207100592
0.9727436279095398,0.983957219251337
0.9534460356445505,0.972972972972973
1.0,1.0
1.0,1.0
1.0,1.0
0.974153035222828,0.9847715736040609
1.0,1.0
0.9749308025055269,0.9852216748768473
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9674122890261669,0.9808917197452229
0.9257518071011758,0.9577464788732394
1.0,1.0
1.0,1.0
1.0,1.0
0.9630786123683069,0.9784172661870504
0.9452861848260063,0.968421052631579
0.9350761925543661,0.954954954954955
0.9184043388013005,0.9438202247191011
1.0,1.0
1.0,1.0
0.9496952283401919,0.970873786407767
0.9630786123683069,0.9784172661870504
0.9045658471170993,0.944954128440367
1.0,1.0
1.0,1.0
1.0,1.0
0.9071755309174252,0.9368421052631579
1.0,1.0
0.9244754047211334,0.9387755102040817
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9607590505097869,0.9770992366412213
1.0,1.0
1.0,1.0
0.9588185089507728,0.976
0.9604741714145704,0.9743589743589743
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9496952283401919,0.970873786407767
1.0,1.0
0.9613658593861555,0.9774436090225563
1.0,1.0
1.0,1.0
1.0,1.0
0.9751797570884221,0.9853658536585366
1.0,1.0
1.0,1.0
0.97117159097714,0.9830508474576272
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9733254474339004,0.9842931937172775
1.0,1.0
1.0,1.0
1.0,1.0
0.9566758893610273,0.9747899159663865
1.0,1.0
0.954297861697201,0.9734513274336283
0.9516662471848664,0.9715639810426541
1.0,1.0
0.9651391201669045,0.9795918367346939
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.931838481115484,0.961038961038961
1.0,1.0
1.0,1.0
0.9516662471848664,0.9715639810426541
1.0,1.0
0.9736071380988617,0.9844559585492227
0.9674122890261669,0.9808917197452229
0.9385522307631307,0.9647058823529412
0.948156122360599,0.9695431472081218
1.0,1.0
0.9581282631934457,0.975609756097561
0.940028651976138,0.9655172413793104
1.0,1.0
0.932818974240276,0.9607843137254902
1.0,1.0
1.0,1.0
0.9525618205602057,0.9724770642201835
1.0,1.0
0.9025139799587886,0.9454545454545454
0.9704907832745403,0.9826589595375722
1.0,1.0
0.9660854289024723,0.9801324503311258
0.9581282631934457,0.975609756097561
0.8847064105457827,0.9340659340659341
1.0,1.0
1.0,1.0
0.9149076084340104,0.9502762430939227
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9427781070492712,0.967032967032967
0.8830045581879494,0.9421487603305785
0.977421864143982,0.9866666666666667
0.931838481115484,0.961038961038961
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.954297861697201,0.9734513274336283
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9678317907712601,0.9811320754716981
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.948661035297062,0.9702970297029703
1.0,1.0
1.0,1.0
0.9095930632220222,0.9491525423728814
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.933651069586263,0.9620253164556962
0.9630786123683069,0.9784172661870504
1.0,1.0
1.0,1.0
1.0,1.0
0.9566758893610273,0.9747899159663865
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9613658593861555,0.9774436090225563
1.0,1.0
0.9733254474339004,0.9842931937172775
0.9167980576638141,0.9513513513513514
1.0,1.0
0.9492100120087933,0.9701492537313433
1.0,1.0
1.0,1.0
0.9551190479308641,0.9739130434782609
0.9697770291819574,0.9822485207100592
1.0,1.0
1.0,1.0
0.9581282631934457,0.975609756097561
1.0,1.0
1.0,1.0
0.9345787966997318,0.9617834394904459
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9184678024441792,0.9538461538461539
0.9475691375424602,0.9662921348314607
1.0,1.0
0.9694070404134132,0.9820359281437125
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9682406246501182,0.9813664596273292
1.0,1.0
1.0,1.0
1.0,1.0
0.9590965597935381,0.9607843137254902
1.0,1.0
0.9641384561775734,0.9790209790209791
1.0,1.0
1.0,1.0
1.0,1.0
0.9414356817218077,0.9662921348314607
1.0,1.0
1.0,1.0
1.0,1.0
0.9534460356445505,0.972972972972973
0.8255964765419495,0.9010989010989011
1.0,1.0
1.0,1.0
0.9721358527750605,0.9836065573770492
1.0,1.0
0.9353695731020621,0.9629629629629629
1.0,1.0
1.0,1.0
1.0,1.0
0.9601328622880726,0.9767441860465116
0.9708351611332822,0.9828571428571429
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8578928092681435,0.9230769230769231
1.0,1.0
1.0,1.0
0.9789435002605391,0.9875518672199171
1.0,1.0
0.9475833735368083,0.9696969696969697
1.0,1.0
1.0,1.0
1.0,1.0
0.9353273240106299,0.9657142857142857
0.8944696664691558,0.9393939393939394
1.0,1.0
1.0,1.0
1.0,1.0
0.9636162552773174,0.9787234042553191
1.0,1.0
1.0,1.0
1.0,1.0
0.9299238452109287,0.96
0.931838481115484,0.961038961038961
1.0,1.0
1.0,1.0
0.9701381722705915,0.9824561403508771
1.0,1.0
0.9678317907712601,0.9811320754716981
0.9682406246501182,0.9813664596273292
1.0,1.0
0.9641384561775734,0.9790209790209791
0.8005072562921356,0.8802395209580839
1.0,1.0
0.9393449219367465,0.9644970414201184
1.0,1.0
1.0,1.0
0.9831872889241421,0.9834710743801653
0.944673521293269,0.9617834394904459
1.0,1.0
1.0,1.0
0.9496952283401919,0.970873786407767
0.6580370064762462,0.8421052631578947
0.925835397331693,0.9568345323741008
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9625248317849852,0.9781021897810219
0.9464594399631753,0.9690721649484536
0.9721358527750605,0.9836065573770492
1.0,1.0
1.0,1.0
0.9630786123683069,0.9784172661870504
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9772160520895917,0.9865470852017937
0.9278982724420874,0.958904109589041
1.0,1.0
0.9336312563108614,0.9577464788732394
0.9345787966997318,0.9617834394904459
0.9353695731020621,0.9629629629629629
1.0,1.0
0.9456329342976758,0.9552238805970149
0.9697770291819574,0.9822485207100592
1.0,1.0
1.0,1.0
0.9464594399631753,0.9690721649484536
0.9234732618882052,0.9565217391304348
1.0,1.0
0.9414356817218077,0.9662921348314607
0.943463252356034,0.9668508287292817
0.9744175998207444,0.9849246231155779
1.0,1.0
0.9475833735368083,0.9696969696969697
0.9294623095457653,0.9552238805970149
1.0,1.0
1.0,1.0
0.9253094626403766,0.9541984732824428
0.9566758893610273,0.9747899159663865
0.9370011451812967,0.963855421686747
1.0,1.0
1.0,1.0
0.9452425713908255,0.9618320610687023
0.9641384561775734,0.9790209790209791
1.0,1.0
1.0,1.0
1.0,1.0
0.9682406246501182,0.9813664596273292
0.9709345990112646,0.975609756097561
0.9385994309919137,0.9640718562874252
1.0,1.0
1.0,1.0
0.97117159097714,0.9830508474576272
0.9370011451812967,0.963855421686747
1.0,1.0
1.0,1.0
0.9385522307631307,0.9647058823529412
0.948661035297062,0.9702970297029703
0.9235648502983733,0.9555555555555556
1.0,1.0
1.0,1.0
0.9025139799587886,0.9454545454545454
0.9651391201669045,0.9795918367346939
0.9674122890261669,0.9808917197452229
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9385994309919137,0.9640718562874252
0.9332061172399869,0.9508196721311475
0.9678317907712601,0.9811320754716981
1.0,1.0
0.9738829397567502,0.9846153846153847
0.9607590505097869,0.9770992366412213
0.9772160520895917,0.9865470852017937
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9566758893610273,0.9747899159663865
0.9534460356445505,0.972972972972973
0.9299238452109287,0.96
0.8942255541978509,0.9411764705882353
0.9727436279095398,0.983957219251337
1.0,1.0
1.0,1.0
1.0,1.0
0.9674122890261669,0.9808917197452229
0.9682406246501182,0.9813664596273292
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8394327083733336,0.9142857142857143
0.7016879391277372,0.8571428571428571
1.0,1.0
1.0,1.0
1.0,1.0
0.9452861848260063,0.968421052631579
1.0,1.0
0.948661035297062,0.9702970297029703
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9496952283401919,0.970873786407767
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9730376770503931,0.9841269841269841
1.0,1.0
0.9475833735368083,0.9696969696969697
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.940028651976138,0.9655172413793104
0.940028651976138,0.9655172413793104
1.0,1.0
0.9095666970593144,0.9433962264150944
1.0,1.0
0.9475833735368083,0.9696969696969697
1.0,1.0
0.9718216827736128,0.9834254143646409
0.9804274240373088,0.9884169884169884
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9559112197162899,0.9743589743589743
1.0,1.0
0.9534460356445505,0.972972972972973
0.9525618205602057,0.9724770642201835
1.0,1.0
0.9704907832745403,0.9826589595375722
1.0,1.0
0.9127592114472297,0.9508196721311475
0.9559112197162899,0.9743589743589743
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9607590505097869,0.9770992366412213
0.9704907832745403,0.9826589595375722
1.0,1.0
0.9678317907712601,0.9811320754716981
1.0,1.0
1.0,1.0
0.9630786123683069,0.9784172661870504
0.9651391201669045,0.9795918367346939
0.9210500207490827,0.9552238805970149
1.0,1.0
1.0,1.0
0.9588185089507728,0.976
0.9694070404134132,0.9820359281437125
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.866397551781362,0.918918918918919
1.0,1.0
0.9257518071011758,0.9577464788732394
0.9496952283401919,0.970873786407767
1.0,1.0
0.9559112197162899,0.9743589743589743
0.9675738086414928,0.9771689497716894
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9613658593861555,0.9774436090225563
0.9563137956460714,0.9742489270386266
0.8003203203844999,0.896551724137931
1.0,1.0
1.0,1.0
0.9625248317849852,0.9781021897810219
0.9317547867922409,0.958041958041958
1.0,1.0
1.0,1.0
0.9646458712936792,0.9793103448275862
1.0,1.0
1.0,1.0
0.9486884814499564,0.9698492462311558
1.0,1.0
0.9763538529329716,0.986046511627907
0.954297861697201,0.9734513274336283
1.0,1.0
1.0,1.0
1.0,1.0
0.9646458712936792,0.9793103448275862
1.0,1.0
0.9452861848260063,0.968421052631579
1.0,1.0
0.9143894476059354,0.9504132231404959
0.8492326635760689,0.918918918918919
0.933651069586263,0.9620253164556962
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9665395661812441,0.9803921568627451
0.9686391926502761,0.9815950920245399
1.0,1.0
1.0,1.0
0.9619541754104973,0.9777777777777777
1.0,1.0
1.0,1.0
1.0,1.0
0.8696160820399262,0.9259259259259259
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9184678024441792,0.9538461538461539
1.0,1.0
0.9574144657807024,0.9752066115702479
1.0,1.0
0.9534460356445505,0.972972972972973
1.0,1.0
1.0,1.0
0.9551190479308641,0.9739130434782609
1.0,1.0
1.0,1.0
1.0,1.0
0.9475833735368083,0.9696969696969697
0.9421727090955797,0.9629629629629629
0.9724430921855302,0.9837837837837838
0.9496952283401919,0.970873786407767
0.9559112197162899,0.9743589743589743
0.9505786228129219,0.9518072289156626
0.9577952806172931,0.9704142011834319
0.9697770291819574,0.9822485207100592
1.0,1.0
1.0,1.0
0.954297861697201,0.9734513274336283
0.9731937633993056,0.9824561403508771
0.9607590505097869,0.9770992366412213
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9694070404134132,0.9820359281437125
1.0,1.0
1.0,1.0
0.9598253314161869,0.9762845849802372
0.9695668742469624,0.9801324503311258
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9607590505097869,0.9770992366412213
1.0,1.0
0.931838481115484,0.961038961038961
0.9708351611332822,0.9828571428571429
1.0,1.0
1.0,1.0
0.9414356817218077,0.9662921348314607
1.0,1.0
1.0,1.0
0.9708351611332822,0.9828571428571429
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9289987733901378,0.9586206896551724
1.0,1.0
1.0,1.0
1.0,1.0
0.9127592114472297,0.9508196721311475
0.8867047947918724,0.9302325581395349
1.0,1.0
1.0,1.0
0.9694070404134132,0.9820359281437125
1.0,1.0
0.9665395661812441,0.9803921568627451
0.9883020812488335,0.9884393063583815
1.0,1.0
0.9496952283401919,0.970873786407767
1.0,1.0
0.9611569294746616,0.9747899159663865
0.9694070404134132,0.9820359281437125
1.0,1.0
1.0,1.0
1.0,1.0
0.9686391926502761,0.9815950920245399
1.0,1.0
1.0,1.0
0.9588185089507728,0.976
1.0,1.0
0.9440602839389667,0.967741935483871
1.0,1.0
1.0,1.0
1.0,1.0
0.9686391926502761,0.9815950920245399
1.0,1.0
0.9516433313522539,0.9719626168224299
1.0,1.0
1.0,1.0
0.8921616972156079,0.9333333333333333
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9025139799587886,0.9454545454545454
1.0,1.0
0.8662347443961667,0.9230769230769231
1.0,1.0
0.8166920319485289,0.8983050847457628
1.0,1.0
0.9127592114472297,0.9508196721311475
1.0,1.0
0.7615624524945332,0.8524590163934426
1.0,1.0
0.9619541754104973,0.9777777777777777
1.0,1.0
0.9427781070492712,0.967032967032967
1.0,1.0
1.0,1.0
1.0,1.0
0.9559112197162899,0.9743589743589743
1.0,1.0
0.9776239904176703,0.986784140969163
1.0,1.0
0.9506885335787997,0.9714285714285714
0.9464594399631753,0.9690721649484536
1.0,1.0
0.9354667815331744,0.9602649006622517
0.9601328622880726,0.9767441860465116
1.0,1.0
1.0,1.0
1.0,1.0
0.9534460356445505,0.972972972972973
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9758978044863993,0.985781990521327
1.0,1.0
1.0,1.0
0.9427781070492712,0.967032967032967
1.0,1.0
0.9516433313522539,0.9719626168224299
1.0,1.0
0.93542454590006,0.9622641509433962
1.0,1.0
0.9234732618882052,0.9565217391304348
1.0,1.0
0.9704907832745403,0.9826589595375722
1.0,1.0
1.0,1.0
0.9601328622880726,0.9767441860465116
0.9506885335787997,0.9714285714285714
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9420254600938036,0.9523809523809523
0.9619541754104973,0.9777777777777777
1.0,1.0
0.9475833735368083,0.9696969696969697
0.8543474855325977,0.9178082191780822
0.9414356817218077,0.9662921348314607
0.9678317907712601,0.9811320754716981
1.0,1.0
1.0,1.0
1.0,1.0
0.9772160520895917,0.9865470852017937
1.0,1.0
0.9427781070492712,0.967032967032967
1.0,1.0
0.931838481115484,0.961038961038961
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9630786123683069,0.9784172661870504
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9744175998207444,0.9849246231155779
1.0,1.0
1.0,1.0
0.9674122890261669,0.9808917197452229
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9559112197162899,0.9743589743589743
1.0,1.0
1.0,1.0
1.0,1.0
0.9651391201669045,0.9795918367346939
0.9607590505097869,0.9770992366412213
1.0,1.0
1.0,1.0
0.9669816961515574,0.9806451612903225
0.9690278768043126,0.9818181818181818
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9588185089507728,0.976
0.9735694079688484,0.9777777777777777
1.0,1.0
0.9496952283401919,0.970873786407767
1.0,1.0
1.0,1.0
1.0,1.0
0.9500273229101007,0.9733333333333334
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9185787352601704,0.952755905511811
1.0,1.0
0.9704907832745403,0.9826589595375722
1.0,1.0
1.0,1.0
0.9095930632220222,0.9491525423728814
0.9736071380988617,0.9844559585492227
0.9464594399631753,0.9690721649484536
0.948661035297062,0.9702970297029703
0.9744175998207444,0.9849246231155779
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.974153035222828,0.9847715736040609
0.9678317907712601,0.9811320754716981
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9588185089507728,0.976
1.0,1.0
1.0,1.0
0.9440602839389667,0.967741935483871
1.0,1.0
0.9613658593861555,0.9774436090225563
0.9452861848260063,0.968421052631579
1.0,1.0
1.0,1.0
0.9721998598956281,0.9818181818181818
0.8394327083733336,0.9142857142857143
0.9665395661812441,0.9803921568627451
1.0,1.0
1.0,1.0
1.0,1.0
0.9559112197162899,0.9743589743589743
0.9559112197162899,0.9743589743589743
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.958143113161995,0.9753086419753086
1.0,1.0
1.0,1.0
0.8282477531331041,0.9090909090909091
0.9758978044863993,0.985781990521327
1.0,1.0
0.9113480848578538,0.9487179487179487
0.9097447296143479,0.9478260869565217
1.0,1.0
1.0,1.0
0.9694070404134132,0.9820359281437125
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9452861848260063,0.968421052631579
0.9727436279095398,0.983957219251337
1.0,1.0
1.0,1.0
1.0,1.0
0.9761280071163452,0.9859154929577465
0.9754238144469,0.9855072463768116
1.0,1.0
1.0,1.0
0.9071755309174252,0.9368421052631579
0.9751797570884221,0.9853658536585366
1.0,1.0
0.9475833735368083,0.9696969696969697
1.0,1.0
0.948661035297062,0.9702970297029703
1.0,1.0
1.0,1.0
1.0,1.0
0.97117159097714,0.9830508474576272
1.0,1.0
1.0,1.0
1.0,1.0
0.9674122890261669,0.9808917197452229
0.948661035297062,0.9702970297029703
1.0,1.0
1.0,1.0
0.9619541754104973,0.9777777777777777
1.0,1.0
1.0,1.0
1.0,1.0
0.9559112197162899,0.9743589743589743
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9799565852526811,0.9881422924901185
1.0,1.0
0.9727436279095398,0.983957219251337
1.0,1.0
1.0,1.0
0.9007690507972514,0.9428571428571428
1.0,1.0
1.0,1.0
1.0,1.0
0.9613658593861555,0.9774436090225563
1.0,1.0
1.0,1.0
0.9127592114472297,0.9508196721311475
0.9660854289024723,0.9801324503311258
1.0,1.0
1.0,1.0
0.9210500207490827,0.9552238805970149
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.889804587487893,0.9368421052631579
0.9516433313522539,0.9719626168224299
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9385522307631307,0.9647058823529412
1.0,1.0
1.0,1.0
0.8556685797599232,0.9142857142857143
0.9625248317849852,0.9781021897810219
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8656030552541708,0.926829268292683
1.0,1.0
1.0,1.0
1.0,1.0
0.954297861697201,0.9734513274336283
0.9541608065821635,0.9715639810426541
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9651391201669045,0.9795918367346939
0.9516433313522539,0.9719626168224299
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9701381722705915,0.9824561403508771
0.976575464491294,0.9861751152073732
0.9701381722705915,0.9824561403508771
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9559112197162899,0.9743589743589743
1.0,1.0
0.9746768017625027,0.9850746268656716
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9516433313522539,0.9719626168224299
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8942255541978509,0.9411764705882353
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9607590505097869,0.9770992366412213
0.9061874434879645,0.9473684210526315
1.0,1.0
1.0,1.0
1.0,1.0
0.971500344915838,0.9832402234636871
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
