簡體字,正體字,非對稱簡繁字
娑,['娑'],False
剖,['剖'],False
唔,['唔'],False
娘,['娘'],False
剜,['剜'],False
哩,['哩'],False
娜,['娜'],False
剔,['剔'],False
哭,['哭'],False
娟,['娟'],False
刚,['剛'],False
员,['員'],False
娱,['娛'],False
剥,['剝'],False
唉,['唉'],False
娓,['娓'],False
匪,['匪'],False
哮,['哮'],False
姬,['姬'],False
卿,['卿'],False
哪,['哪'],False
娠,['娠'],False
原,['原'],False
哦,['哦'],False
娣,['娣'],False
娩,['娩'],False
峪,['峪'],False
恕,['恕'],False
娥,['娥'],False
峨,['峨'],False
恭,['恭'],False
娌,['娌'],False
峰,['峰'],False
恩,['恩'],False
孙,['孫'],False
岛,['島'],False
息,['息'],False
宰,['宰'],False
崁,['崁'],False
悄,['悄'],False
害,['害'],False
差,['差'],False
悟,['悟'],False
家,"['家', '傢']",True
席,"['席', '蓆']",True
悚,['悚'],False
宴,['宴'],False
师,['師'],False
悍,['悍'],False
宫,['宮'],False
库,['庫'],False
悔,['悔'],False
宵,['宵'],False
庭,['庭'],False
悌,['悌'],False
容,['容'],False
座,['座'],False
悦,['悅'],False
宸,['宸'],False
弱,['弱'],False
悖,['悖'],False
射,['射'],False
徒,['徒'],False
扇,['扇'],False
屑,['屑'],False
径,['徑'],False
拳,['拳'],False
展,['展'],False
徐,['徐'],False
挈,['挈'],False
屐,['屐'],False
恙,['恙'],False
拿,['拿'],False
峭,['峭'],False
恣,['恣'],False
捎,['捎'],False
峡,['峽'],False
耻,['恥'],False
挟,['挾'],False
峻,['峻'],False
恐,['恐'],False
振,['振'],False
捕,['捕'],False
晒,['晒'],False
栽,['栽'],False
捂,['捂'],False
晌,['晌'],False
柴,['柴'],False
捆,"['捆', '梱', '綑']",True
书,['書'],False
桐,['桐'],False
捏,['捏'],False
朔,['朔'],False
桀,['桀'],False
捉,['捉'],False
朕,['朕'],False
格,['格'],False
挺,['挺'],False
朗,['朗'],False
桃,['桃'],False
捐,['捐'],False
校,['校'],False
株,['株'],False
挽,"['挽', '輓']",True
核,['核'],False
桅,['桅'],False
挪,['挪'],False
案,['案'],False
栓,['栓'],False
挫,['挫'],False
框,['框'],False
殊,['殊'],False
挨,['挨'],False
桓,['桓'],False
殉,['殉'],False
效,['效'],False
根,['根'],False
殷,"['殷', '慇']",True
料,['料'],False
桂,['桂'],False
气,['氣'],False
旁,['旁'],False
桔,['桔'],False
氧,['氧'],False
旅,['旅'],False
栩,['栩'],False
氨,['氨'],False
时,['時'],False
梳,['梳'],False
氦,['氦'],False
晋,['晉'],False
栗,"['栗', '慄']",True
氤,['氤'],False
晏,['晏'],False
桌,['桌'],False
泰,['泰'],False
晃,['晃'],False
桑,['桑'],False
浪,['浪'],False
涕,['涕'],False
乌,['烏'],False
症,"['症', '癥']",True
消,['消'],False
爹,['爹'],False
疲,['疲'],False
泾,['涇'],False
特,['特'],False
疳,['疳'],False
浦,['浦'],False
狼,['狼'],False
疽,['疽'],False
浸,['浸'],False
狭,['狹'],False
疼,['疼'],False
海,['海'],False
狈,['狽'],False
疹,['疹'],False
浙,['浙'],False
狸,"['狸', '貍']",True
疱,['皰'],False
涓,['涓'],False
狷,['狷'],False
益,['益'],False
浬,['浬'],False
班,['班'],False
盍,['盍'],False
涉,['涉'],False
琉,['琉'],False
盎,['盎'],False
浮,['浮'],False
眩,['眩'],False
浚,"['浚', '濬']",True
珠,['珠'],False
真,['真'],False
浴,['浴'],False
畔,['畔'],False
眠,['眠'],False
浩,['浩'],False
亩,['畝'],False
眨,['眨'],False
烊,['烊'],False
畜,['畜'],False
矩,['矩'],False
烘,['烘'],False
畚,['畚'],False
砰,['砰'],False
烤,['烤'],False
留,['留'],False
砧,['砧'],False
烙,['烙'],False
疾,['疾'],False
砸,['砸'],False
烈,['烈'],False
病,['病'],False
砝,['砝'],False
破,['破'],False
窄,['窄'],False
纷,['紛'],False
砷,['砷'],False
窈,['窈'],False
缺,['缺'],False
砥,['砥'],False
站,['站'],False
罟,['罟'],False
砭,['砭'],False
笆,['笆'],False
羔,['羔'],False
祕,['祕'],False
笑,['笑'],False
翅,['翅'],False
祐,['祐'],False
粉,['粉'],False
翁,['翁'],False
祠,['祠'],False
纺,['紡'],False
耆,['耆'],False
祟,['祟'],False
纱,['紗'],False
耘,['耘'],False
祖,['祖'],False
纹,['紋'],False
耕,['耕'],False
神,['神'],False
紊,['紊'],False
耙,['耙'],False
祝,['祝'],False
素,['素'],False
耗,['耗'],False
祗,['祗'],False
索,['索'],False
耽,['耽'],False
祚,['祚'],False
纯,['純'],False
耿,['耿'],False
秤,['秤'],False
纽,['紐'],False
胱,['胱'],False
秣,['秣'],False
纰,['紕'],False
脂,['脂'],False
秧,['秧'],False
级,['級'],False
胰,['胰'],False
租,['租'],False
纭,['紜'],False
胁,['脅'],False
秦,['秦'],False
纳,['納'],False
胭,['胭'],False
秩,['秩'],False
纸,['紙'],False
胴,['胴'],False
脆,['脆'],False
茸,['茸'],False
蚣,['蚣'],False
胸,['胸'],False
荐,['荐'],False
衰,['衰'],False
胳,['胳'],False
草,['草'],False
衷,['衷'],False
脉,['脈'],False
茵,['茵'],False
袁,['袁'],False
能,['能'],False
茴,['茴'],False
袂,['袂'],False
脊,['脊'],False
荏,['荏'],False
记,['記'],False
臭,['臭'],False
兹,['茲'],False
讦,['訐'],False
臬,['臬'],False
茹,['茹'],False
讨,['討'],False
舀,['舀'],False
茶,['茶'],False
讧,['訌'],False
舐,['舐'],False
茗,['茗'],False
讪,['訕'],False
航,['航'],False
荀,['荀'],False
讯,['訊'],False
舫,['舫'],False
茱,['茱'],False
舨,['舨'],False
虔,['虔'],False
训,['訓'],False
般,['般'],False
蚊,['蚊'],False
讫,['訖'],False
刍,['芻'],False
蚪,['蚪'],False
岂,['豈'],False
茫,['茫'],False
蚓,['蚓'],False
豺,['豺'],False
荒,['荒'],False
蚤,['蚤'],False
豹,['豹'],False
荔,['荔'],False
蚩,['蚩'],False
财,['財'],False
荆,['荊'],False
蚌,['蚌'],False
贡,['貢'],False
起,['起'],False
钉,['釘'],False
躬,['躬'],False
针,['針'],False
轩,['軒'],False
钊,['釗'],False
轫,['軔'],False
釜,['釜'],False
伪,['偽'],False
辱,['辱'],False
闪,['閃'],False
停,['停'],False
送,['送'],False
院,['院'],False
假,['假'],False
逆,['逆'],False
阵,['陣'],False
偃,['偃'],False
迷,['迷'],False
陡,['陡'],False
偌,['偌'],False
退,['退'],False
陛,['陛'],False
做,['做'],False
陕,['陝'],False
伟,['偉'],False
除,['除'],False
健,['健'],False
逃,['逃'],False
偶,['偶'],False
追,['追'],False
饥,"['飢', '饑']",True
偎,['偎'],False
逅,['逅'],False
马,['馬'],False
偕,['偕'],False
邕,['邕'],False
骨,['骨'],False
侦,['偵'],False
郡,['郡'],False
高,['高'],False
侧,['側'],False
酒,['酒'],False
偷,['偷'],False
配,['配'],False
鬲,['鬲'],False
偏,['偏'],False
酌,['酌'],False
鬼,['鬼'],False
倏,['倏'],False
兜,['兜'],False
啦,['啦'],False
国,['國'],False
冕,['冕'],False
啄,['啄'],False
域,['域'],False
凰,['凰'],False
哑,['啞'],False
坚,['堅'],False
剪,['剪'],False
啡,['啡'],False
垩,['堊'],False
副,['副'],False
啃,['啃'],False
堆,['堆'],False
勒,['勒'],False
啊,['啊'],False
埠,['埠'],False
务,['務'],False
唱,['唱'],False
埤,['埤'],False
勘,['勘'],False
啖,['啖'],False
基,['基'],False
动,['動'],False
问,['問'],False
堂,['堂'],False
匐,['匐'],False
啕,['啕'],False
堵,['堵'],False
匏,['匏'],False
唯,['唯'],False
执,['執'],False
匙,['匙'],False
啤,['啤'],False
培,['培'],False
匿,['匿'],False
够,['夠'],False
区,['區'],False
售,['售'],False
奢,['奢'],False
匾,['匾'],False
啜,['啜'],False
娶,['娶'],False
参,['參'],False
唬,['唬'],False
娄,['婁'],False
曼,['曼'],False
衔,"['啣', '銜']",True
婉,['婉'],False
商,['商'],False
唳,['唳'],False
妇,['婦'],False
啪,['啪'],False
圈,['圈'],False
婪,['婪'],False
婀,['婀'],False
崆,['崆'],False
张,['張'],False
娼,['娼'],False
崎,['崎'],False
强,['強'],False
婢,['婢'],False
崛,['崛'],False
彗,['彗'],False
婚,['婚'],False
崖,['崖'],False
彬,['彬'],False
婆,['婆'],False
峥,['崢'],False
彩,"['彩', '綵']",True
婊,['婊'],False
雕,"['彫', '雕']",True
孰,['孰'],False
崩,['崩'],False
得,['得'],False
寇,['寇'],False
崔,['崔'],False
徙,['徙'],False
寅,['寅'],False
从,['從'],False
寄,['寄'],False
巢,['巢'],False
徘,['徘'],False
寂,['寂'],False
常,['常'],False
御,"['御', '禦']",True
宿,['宿'],False
带,['帶'],False
恿,['恿'],False
密,['密'],False
帐,['帳'],False
患,['患'],False
尉,['尉'],False
帷,['帷'],False
悉,['悉'],False
专,['專'],False
康,['康'],False
悠,['悠'],False
将,['將'],False
庸,['庸'],False
您,['您'],False
屠,['屠'],False
庶,['庶'],False
惋,['惋'],False
屉,['屜'],False
庵,"['庵', '菴']",True
悴,['悴'],False
崇,['崇'],False
庾,['庾'],False
惦,['惦'],False
凄,"['悽', '淒']",True
探,['探'],False
掏,['掏'],False
情,['情'],False
接,['接'],False
掀,['掀'],False
悻,['悻'],False
捷,['捷'],False
捻,"['捻', '撚']",True
怅,['悵'],False
捧,['捧'],False
捩,['捩'],False
惜,['惜'],False
掘,['掘'],False
悼,['悼'],False
措,['措'],False
敝,['敝'],False
惘,['惘'],False
捱,['捱'],False
敖,['敖'],False
惕,['惕'],False
掩,['掩'],False
救,['救'],False
惆,['惆'],False
掉,['掉'],False
教,['教'],False
惟,['惟'],False
扫,['掃'],False
败,['敗'],False
悸,['悸'],False
挂,['掛'],False
启,['啟'],False
惚,['惚'],False
扪,['捫'],False
敏,['敏'],False
戚,"['戚', '慼']",True
推,['推'],False
叙,['敘'],False
戛,['戛'],False
抡,['掄'],False
斜,['斜'],False
扈,['扈'],False
授,['授'],False
斩,['斬'],False
掠,['掠'],False
挣,['掙'],False
族,['族'],False
控,['控'],False
旋,['旋'],False
掬,['掬'],False
旌,['旌'],False
掖,['掖'],False
排,['排'],False
旎,['旎'],False
昼,['晝'],False
梃,['梃'],False
淌,['淌'],False
晚,['晚'],False
弃,['棄'],False
淤,['淤'],False
晤,['晤'],False
梭,['梭'],False
添,['添'],False
晨,['晨'],False
梆,['梆'],False
浅,['淺'],False
晦,['晦'],False
梅,['梅'],False
清,['清'],False
曹,['曹'],False
栀,['梔'],False
淇,['淇'],False
勖,['勗'],False
条,['條'],False
淋,['淋'],False
望,['望'],False
梨,['梨'],False
涯,['涯'],False
梁,['梁'],False
枭,['梟'],False
淑,['淑'],False
梯,['梯'],False
欲,"['欲', '慾']",True
涮,['涮'],False
梢,['梢'],False
杀,['殺'],False
淞,['淞'],False
梓,['梓'],False
毫,['毫'],False
淹,['淹'],False
梵,['梵'],False
氢,['氫'],False
涸,['涸'],False
杆,['桿'],False
涎,['涎'],False
混,['混'],False
桶,['桶'],False
凉,['涼'],False
渊,['淵'],False
淳,['淳'],False
淅,['淅'],False
梧,['梧'],False
淙,['淙'],False
梗,['梗'],False
液,['液'],False
渚,['渚'],False
械,['械'],False
淡,['淡'],False
涵,['涵'],False
泪,['淚'],False
猓,['猓'],False
痊,['痊'],False
淫,['淫'],False
狰,['猙'],False
痔,['痔'],False
淘,['淘'],False
率,['率'],False
痕,['痕'],False
沦,['淪'],False
琅,"['琅', '瑯']",True
疵,['疵'],False
深,['深'],False
琊,['琊'],False
皎,['皎'],False
淮,['淮'],False
球,['球'],False
盔,['盔'],False
净,['淨'],False
理,['理'],False
盒,['盒'],False
淆,['淆'],False
现,['現'],False
盛,['盛'],False
淄,['淄'],False
璃,"['琍', '璃']",True
眷,['眷'],False
烹,['烹'],False
瓠,['瓠'],False
众,['眾'],False
焉,['焉'],False
瓶,['瓶'],False
眼,['眼'],False
焊,['焊'],False
瓷,['瓷'],False
眶,['眶'],False
烽,['烽'],False
甜,['甜'],False
眸,['眸'],False
爽,['爽'],False
产,['產'],False
眺,['眺'],False
牵,['牽'],False
略,['略'],False
硫,['硫'],False
犁,['犁'],False
畦,['畦'],False
猜,['猜'],False
毕,['畢'],False
祥,['祥'],False
猛,['猛'],False
异,['異'],False
票,['票'],False
猖,['猖'],False
疏,['疏'],False
祭,['祭'],False
移,['移'],False
细,['細'],False
舂,['舂'],False
窒,['窒'],False
绅,['紳'],False
舵,['舵'],False
窕,['窕'],False
组,['組'],False
舷,['舷'],False
笠,['笠'],False
累,['累'],False
舶,['舶'],False
笨,['笨'],False
终,['終'],False
船,['船'],False
笛,['笛'],False
钵,['缽'],False
莎,['莎'],False
第,['第'],False
羞,['羞'],False
莞,['莞'],False
符,['符'],False
羚,['羚'],False
莘,['莘'],False
笙,['笙'],False
翌,['翌'],False
荸,['荸'],False
笞,['笞'],False
翎,['翎'],False
荚,['莢'],False
粒,['粒'],False
习,['習'],False
茎,['莖'],False
粗,['粗'],False
耜,['耜'],False
莽,['莽'],False
绊,['絆'],False
聊,['聊'],False
莫,['莫'],False
聆,['聆'],False
莒,['莒'],False
统,['統'],False
脯,['脯'],False
庄,['莊'],False
脖,['脖'],False
莓,['莓'],False
绍,['紹'],False
唇,['脣'],False
莉,['莉'],False
绋,['紼'],False
脱,['脫'],False
莠,['莠'],False
绌,['絀'],False
脩,['脩'],False
荷,['荷'],False
荻,['荻'],False
袍,['袍'],False
贫,['貧'],False
荼,['荼'],False
袋,['袋'],False
赧,['赧'],False
处,['處'],False
觅,['覓'],False
赦,['赦'],False
彪,['彪'],False
规,['規'],False
趾,['趾'],False
蛇,['蛇'],False
访,['訪'],False
轭,['軛'],False
蛀,['蛀'],False
讶,['訝'],False
软,['軟'],False
蚶,['蚶'],False
诀,['訣'],False
这,['這'],False
蛄,['蛄'],False
讷,['訥'],False
逍,['逍'],False
蚵,['蚵'],False
许,['許'],False
通,['通'],False
蛆,['蛆'],False
设,['設'],False
逗,['逗'],False
蛋,['蛋'],False
讼,['訟'],False
连,['連'],False
蚱,['蚱'],False
讹,['訛'],False
速,['速'],False
蚯,['蚯'],False
豉,['豉'],False
逝,['逝'],False
术,['術'],False
豚,['豚'],False
逐,['逐'],False
衮,['袞'],False
贩,['販'],False
迳,['逕'],False
袈,['袈'],False
责,['責'],False
逞,['逞'],False
被,['被'],False
贯,['貫'],False
造,['造'],False
袒,['袒'],False
货,['貨'],False
透,['透'],False
袖,['袖'],False
贪,['貪'],False
逢,['逢'],False
逖,['逖'],False
陶,['陶'],False
傀,['傀'],False
逛,['逛'],False
陷,['陷'],False
伧,['傖'],False
途,['途'],False
雀,['雀'],False
伞,['傘'],False
部,['部'],False
雪,['雪'],False
最,['最'],False
郭,['郭'],False
章,['章'],False
凯,['凱'],False
都,['都'],False
竟,['竟'],False
割,['割'],False
酗,['酗'],False
顶,['頂'],False
剀,['剴'],False
野,['野'],False
顷,['頃'],False
创,['創'],False
钗,['釵'],False
鱼,['魚'],False
剩,['剩'],False
鸟,['鳥'],False
劳,['勞'],False
钓,['釣'],False
鹿,['鹿'],False
胜,['勝'],False
钏,['釧'],False
麦,['麥'],False
勋,['勛'],False
闭,['閉'],False
麻,['麻'],False
博,['博'],False
陪,['陪'],False
厥,['厥'],False
陵,['陵'],False
啻,['啻'],False
陈,['陳'],False
傍,['傍'],False
喀,['喀'],False
陆,['陸'],False
傅,['傅'],False
喧,['喧'],False
阴,['陰'],False
备,['備'],False
啼,['啼'],False
陴,['陴'],False
喊,['喊'],False
喝,['喝'],False
喉,['喉'],False
寒,['寒'],False
喘,['喘'],False
围,['圍'],False
富,['富'],False
喂,"['喂', '餵']",True
尧,['堯'],False
寓,['寓'],False
喜,['喜'],False
堪,['堪'],False
寐,['寐'],False
丧,['喪'],False
场,['場'],False
尊,['尊'],False
喔,['喔'],False
堤,['堤'],False
寻,['尋'],False
喇,['喇'],False
堰,['堰'],False
就,['就'],False
喋,['喋'],False
报,['報'],False
嵌,['嵌'],False
喃,['喃'],False
堡,['堡'],False
岚,['嵐'],False
喳,['喳'],False
壹,['壹'],False
巽,['巽'],False
单,['單'],False
壶,['壺'],False
幅,['幅'],False
喟,['喟'],False
奠,['奠'],False
帽,['帽'],False
唾,['唾'],False
婷,['婷'],False
帧,['幀'],False
哟,['喲'],False
媚,['媚'],False
唤,['喚'],False
婿,['婿'],False
廊,['廊'],False
喻,['喻'],False
媒,['媒'],False
厕,['廁'],False
乔,['喬'],False
媛,['媛'],False
厢,['廂'],False
喱,['喱'],False
孳,['孳'],False
弼,['弼'],False
啾,['啾'],False
孱,['孱'],False
彭,['彭'],False
复,"['復', '複']",True
愉,['愉'],False
捶,['捶'],False
循,['循'],False
愀,['愀'],False
援,['援'],False
徨,['徨'],False
戟,['戟'],False
揪,['揪'],False
惑,['惑'],False
扉,['扉'],False
换,['換'],False
恶,['惡'],False
掣,['掣'],False
摒,['摒'],False
悲,['悲'],False
掌,['掌'],False
扬,['揚'],False
闷,['悶'],False
描,['描'],False
敞,['敞'],False
惠,['惠'],False
拣,['揀'],False
敦,['敦'],False
惬,['愜'],False
揩,['揩'],False
敢,['敢'],False
愣,['愣'],False
揉,['揉'],False
散,['散'],False
惺,['惺'],False
揆,['揆'],False
斑,['斑'],False
愕,['愕'],False
揍,['揍'],False
斐,['斐'],False
惰,['惰'],False
插,['插'],False
斯,['斯'],False
恻,['惻'],False
揣,['揣'],False
普,['普'],False
惴,['惴'],False
提,['提'],False
晰,['晰'],False
慨,['慨'],False
握,['握'],False
晴,['晴'],False
恼,['惱'],False
揖,['揖'],False
晶,['晶'],False
愎,['愎'],False
揭,['揭'],False
景,['景'],False
惶,['惶'],False
挥,['揮'],False
暑,['暑'],False
智,['智'],False
棋,['棋'],False
渡,['渡'],False
曾,['曾'],False
棍,['棍'],False
渲,['渲'],False
替,['替'],False
植,['植'],False
涌,['湧'],False
期,['期'],False
椒,['椒'],False
凑,['湊'],False
朝,['朝'],False
椎,['椎'],False
渠,['渠'],False
棺,['棺'],False
棉,['棉'],False
渥,['渥'],False
棕,['棕'],False
棚,['棚'],False
渣,['渣'],False
棠,['棠'],False
款,['款'],False
减,['減'],False
棘,['棘'],False
欺,['欺'],False
湛,['湛'],False
枣,['棗'],False
钦,['欽'],False
湘,['湘'],False
椅,['椅'],False
残,['殘'],False
渤,['渤'],False
栋,['棟'],False
殖,['殖'],False
湖,['湖'],False
棵,['棵'],False
壳,['殼'],False
湮,['湮'],False
森,['森'],False
毯,['毯'],False
渭,['渭'],False
栈,['棧'],False
氮,['氮'],False
涡,['渦'],False
棹,"['棹', '櫂']",True
氯,['氯'],False
汤,['湯'],False
棒,['棒'],False
港,['港'],False
渴,['渴'],False
栖,['棲'],False
游,"['游', '遊']",True
湍,['湍'],False
棣,['棣'],False
湔,['湔'],False
渺,['渺'],False
测,['測'],False
猴,['猴'],False
痞,['痞'],False
湃,['湃'],False
猩,['猩'],False
登,['登'],False
渝,['渝'],False
珐,['琺'],False
发,"['發', '髮']",True
浑,['渾'],False
琪,['琪'],False
皖,['皖'],False
滋,['滋'],False
琳,['琳'],False
皓,['皓'],False
溉,['溉'],False
琢,['琢'],False
皴,['皴'],False
涣,['渙'],False
琥,['琥'],False
盗,['盜'],False
焙,['焙'],False
琵,['琵'],False
焚,['焚'],False
琶,['琶'],False
短,['短'],False
焦,['焦'],False
琴,['琴'],False
硝,['硝'],False
焰,"['焰', '燄']",True
甥,['甥'],False
硬,['硬'],False
无,['無'],False
苏,"['甦', '蘇', '囌']",True
砚,['硯'],False
然,['然'],False
画,['畫'],False
稍,['稍'],False
煮,['煮'],False
番,['番'],False
秆,['稈'],False
牌,['牌'],False
痢,['痢'],False
程,['程'],False
犄,['犄'],False
痛,['痛'],False
税,['稅'],False
犀,['犀'],False
痣,['痣'],False
稀,['稀'],False
犹,['猶'],False
痉,['痙'],False
窘,['窘'],False
猥,['猥'],False
痘,['痘'],False
窗,['窗'],False
窖,['窖'],False
絮,['絮'],False
菩,['菩'],False
童,['童'],False
丝,['絲'],False
萃,['萃'],False
竣,['竣'],False
络,['絡'],False
烟,"['菸', '煙']",True
等,['等'],False
给,['給'],False
萍,['萍'],False
策,['策'],False
绚,['絢'],False
菠,['菠'],False
笔,['筆'],False
善,['善'],False
菅,['菅'],False
筐,['筐'],False
翔,['翔'],False
萋,['萋'],False
筒,['筒'],False
翕,['翕'],False
菁,['菁'],False
答,['答'],False
肃,['肅'],False
华,['華'],False
笋,['筍'],False
腕,['腕'],False
菱,['菱'],False
筋,['筋'],False
腔,['腔'],False
筏,['筏'],False
腋,['腋'],False
著,['著'],False
粟,['粟'],False
腑,['腑'],False
莱,['萊'],False
粥,['粥'],False
肾,['腎'],False
菰,['菰'],False
绞,['絞'],False
胀,['脹'],False
萌,['萌'],False
结,['結'],False
腆,['腆'],False
菌,['菌'],False
绒,['絨'],False
脾,['脾'],False
菽,['菽'],False
绝,['絕'],False
舒,['舒'],False
菲,['菲'],False
紫,['紫'],False
舜,['舜'],False
菊,['菊'],False
萸,['萸'],False
评,['評'],False
贵,['貴'],False
萎,['萎'],False
词,['詞'],False
买,['買'],False
萄,['萄'],False
证,"['証', '證']",True
贬,['貶'],False
菜,['菜'],False
诂,['詁'],False
贸,['貿'],False
虚,['虛'],False
诏,['詔'],False
贷,['貸'],False
蛟,['蛟'],False
诅,['詛'],False
越,['越'],False
蛙,['蛙'],False
诈,['詐'],False
超,['超'],False
蛭,['蛭'],False
诋,['詆'],False
趁,['趁'],False
蛔,['蛔'],False
诉,['訴'],False
跎,['跎'],False
蛛,['蛛'],False
诊,['診'],False
距,['距'],False
蛤,['蛤'],False
象,['象'],False
跋,['跋'],False
街,['街'],False
貂,['貂'],False
跚,['跚'],False
裁,['裁'],False
贮,['貯'],False
跑,['跑'],False
裂,['裂'],False
贴,['貼'],False
跌,['跌'],False
袱,['袱'],False
贰,['貳'],False
跛,['跛'],False
覃,['覃'],False
贻,['貽'],False
跆,['跆'],False
视,['視'],False
贲,['賁'],False
轲,['軻'],False
费,['費'],False
轴,['軸'],False
咏,['詠'],False
贺,['賀'],False
轶,['軼'],False
辜,['辜'],False
闵,['閔'],False
雇,"['雇', '僱']",True
逮,['逮'],False
闰,['閏'],False
雯,['雯'],False
逵,['逵'],False
开,['開'],False
闲,"['閑', '閒']",True
韧,['韌'],False
逸,['逸'],False
间,['間'],False
项,['項'],False
进,['進'],False
顺,['順'],False
鄂,['鄂'],False
队,['隊'],False
须,"['須', '鬚']",True
邮,['郵'],False
阶,['階'],False
飧,['飧'],False
乡,['鄉'],False
隋,['隋'],False
饪,['飪'],False
酣,['酣'],False
阳,['陽'],False
饭,['飯'],False
酥,['酥'],False
隅,['隅'],False
饨,['飩'],False
量,['量'],False
隆,['隆'],False
饮,['飲'],False
钞,['鈔'],False
隍,['隍'],False
饬,['飭'],False
钙,['鈣'],False
陲,['陲'],False
冯,['馮'],False
钮,['鈕'],False
雁,['雁'],False
驭,['馭'],False
钠,['鈉'],False
雅,['雅'],False
黄,['黃'],False
钧,['鈞'],False
雄,['雄'],False
黍,['黍'],False
钝,['鈍'],False
隽,['雋'],False
黑,['黑'],False
钤,['鈐'],False
集,['集'],False
乱,['亂'],False
嗟,['嗟'],False
塑,['塑'],False
嗨,['嗨'],False
塘,['塘'],False
债,['債'],False
嗓,['嗓'],False
涂,['塗'],False
傲,['傲'],False
嗦,['嗦'],False
传,['傳'],False
吗,['嗎'],False
塔,['塔'],False
仅,['僅'],False
嗜,['嗜'],False
填,['填'],False
倾,['傾'],False
啬,['嗇'],False
塌,['塌'],False
催,['催'],False
嗑,['嗑'],False
塭,['塭'],False
伤,['傷'],False
嗣,['嗣'],False
块,['塊'],False
傻,['傻'],False
嗤,['嗤'],False
坞,['塢'],False
偬,['傯'],False
嗯,['嗯'],False
奥,['奧'],False
剿,"['剿', '勦']",True
呜,['嗚'],False
嫁,['嫁'],False
铲,"['剷', '鏟']",True
嗡,['嗡'],False
嫉,['嫉'],False
剽,['剽'],False
嗅,['嗅'],False
嫌,['嫌'],False
募,['募'],False
呛,['嗆'],False
媾,['媾'],False
嗥,['嗥'],False
妈,['媽'],False
勤,['勤'],False
园,['園'],False
媪,['媼'],False
势,['勢'],False
圆,['圓'],False
媳,['媳'],False
汇,"['匯', '彙']",True
塞,['塞'],False
嫂,['嫂'],False
媲,['媲'],False
慎,['慎'],False
损,['損'],False
嵩,['嵩'],False
慌,['慌'],False
抢,['搶'],False
幌,['幌'],False
摇,['搖'],False
愠,['慍'],False
捣,['搗'],False
廉,['廉'],False
忾,['愾'],False
敬,['敬'],False
厦,['廈'],False
怆,['愴'],False
斟,['斟'],False
弒,['弒'],False
愧,['愧'],False
新,['新'],False
戡,['戡'],False
暗,['暗'],False
戢,['戢'],False
晖,['暉'],False
微,['微'],False
搓,['搓'],False
暇,['暇'],False
愚,['愚'],False
榨,"['搾', '榨']",True
晕,['暈'],False
意,['意'],False
搞,['搞'],False
暖,['暖'],False
慈,['慈'],False
搪,['搪'],False
会,['會'],False
感,['感'],False
搭,['搭'],False
榔,['榔'],False
想,['想'],False
搽,['搽'],False
业,['業'],False
爱,['愛'],False
搬,['搬'],False
楚,['楚'],False
惹,['惹'],False
搏,['搏'],False
楷,['楷'],False
愁,['愁'],False
搜,"['搜', '蒐']",True
楠,['楠'],False
愈,"['愈', '瘉', '癒']",True
搔,['搔'],False
楔,['楔'],False
极,['極'],False
溶,['溶'],False
烦,['煩'],False
椰,['椰'],False
滂,['滂'],False
煤,['煤'],False
概,['概'],False
源,['源'],False
炼,"['煉', '鍊']",True
杨,['楊'],False
沟,['溝'],False
照,['照'],False
桢,['楨'],False
滇,['滇'],False
煜,['煜'],False
楫,['楫'],False
灭,['滅'],False
炀,['煬'],False
楞,['楞'],False
溥,['溥'],False
煦,['煦'],False
枫,['楓'],False
溘,['溘'],False
煌,['煌'],False
楹,['楹'],False
湿,['溼'],False
焕,['煥'],False
榆,['榆'],False
溺,['溺'],False
煞,['煞'],False
歇,['歇'],False
温,['溫'],False
爷,['爺'],False
岁,['歲'],False
滑,['滑'],False
牒,['牒'],False
毁,"['毀', '燬']",True
猷,['猷'],False
殿,['殿'],False
溜,['溜'],False
狮,['獅'],False
毓,['毓'],False
沧,['滄'],False
猿,['猿'],False
毽,['毽'],False
滔,['滔'],False
猾,['猾'],False
溢,['溢'],False
溪,"['溪', '谿']",True
溯,['溯'],False
煎,['煎'],False
瑚,['瑚'],False
滓,['滓'],False
瑕,['瑕'],False
瑟,['瑟'],False
睛,['睛'],False
碑,['碑'],False
瑞,['瑞'],False
睫,['睫'],False
祺,['祺'],False
瑁,['瑁'],False
睦,['睦'],False
禄,['祿'],False
珲,['琿'],False
睐,['睞'],False
禁,['禁'],False
瑙,['瑙'],False
督,['督'],False
万,['萬'],False
瑛,['瑛'],False
睹,['睹'],False
禽,['禽'],False
瑜,['瑜'],False
睪,['睪'],False
棱,['稜'],False
当,"['當', '噹']",True
睬,['睬'],False
稚,['稚'],False
畸,['畸'],False
睁,['睜'],False
稠,['稠'],False
瘀,['瘀'],False
睥,['睥'],False
稔,['稔'],False
痰,['痰'],False
睨,['睨'],False
禀,['稟'],False
瘁,['瘁'],False
矮,['矮'],False
窟,['窟'],False
痲,['痲'],False
碎,['碎'],False
窠,['窠'],False
痱,['痱'],False
碰,"['碰', '踫']",True
筷,['筷'],False
痹,['痺'],False
碗,['碗'],False
节,['節'],False
痿,['痿'],False
碘,['碘'],False
筠,['筠'],False
痴,['痴'],False
碌,['碌'],False
粱,['粱'],False
盏,['盞'],False
碉,['碉'],False
粳,['粳'],False
盟,['盟'],False
硼,['硼'],False
粤,['粵'],False
经,['經'],False
